ID,population,avg_household_size,level_up_access_pop_percent,sex_total_men,sex_total_women,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone,occupation_population_16_and_over_total,occupation_management_business_science_and_arts,occupation_service,occupation_sales_and_office,occupation_natural_resources_construction_and_maintenance,occupation_production_transporation_and_material_moving,hh_with_computer_and_internet_total,hh_with_computer,hh_with_bb_internet_subscription,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasi,industry_professional_scientific_management_administrative_and_,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_s,industry_other_services_except_public_administration,industry_public_administration,hh_with_income_total,hh_with_income_less_than_10000,hh_with_income_10000-14999,hh_with_income_15000-24999,hh_with_income_25000-34999,hh_with_income_35000-49999,hh_with_income50000-74999,hh_with_income_75000-99999,hh_with_income_100000-149999,hh_with_income_150000-199999,hh_with_income_200000_and_greater,hh_median_income,hh_mean_income,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,edu_pop_over_25_less_than_9th_grade,edu_pop_over_25_9th-12th_no_diploma,edu_pop_over_25_high_school_graduate,edu_pop_over_25_some_college_no_degree,edu_pop_over_25_associates_degree,edu_pop_over_25_bachelors_degree,edu_pop_over_25_graduate_or_professional_degree,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability,citizenship_native_born,citizenship_foreign_born,age_under_5,age_5-9,age_10-14,age_15-19,age_20-24,age_25-34,age_35-44,age_45-54,age_55-59,age_60-64,age_65-74,age_75-84,age_85_and_over
"0500000US06099-Stanislaus County,California",539301,3.09,0.9324410707151418,266844,272457,245973,293328,2600,28599,14338,3711,908,13376,12769,607,229796,222532,61960,39292,47315,32421,41544,172682,155165,142962,12078,17435,27242,8710,28625,14004,2600,8333,19682,47408,18124,10394,7897,172682,8860,8979,16576,17386,23456,32240,22512,25877,9042,7754,57387,75761,172682,70808,101874,248662,222532,26130,160004,11.6,10.1,28.6,25.1,7.7,11.5,5.4,146661,323312,66202,5811,37151,27971,428370,110931,39410,41234,41604,39283,37852,77347,67919,66531,33381,26970,39540,19925,8305
"0500000US06103-Tehama County,California",63373,2.6,0.4888451846844079,31504,31869,15623,47750,1013,964,420,17,24,1773,1734,39,43539,24265,6065,5561,5231,3630,3778,24025,19945,17226,1635,1903,2153,461,3316,1310,374,1008,1999,5089,2661,1134,1222,24025,1658,1774,3749,2885,3363,4385,2530,2258,776,647,42899,58939,24025,7572,16453,26749,24265,2484,23226,7.1,8.5,30.7,30.5,7.7,11.1,4.4,15158,35814,11866,744,6836,5042,57814,5559,3867,4283,4463,3872,3554,7538,7003,8006,4489,4333,7013,3481,1471
"0500000US06069-San Benito County,California",59416,3.33,0.8875513518677749,29626,29790,35248,24168,193,1705,434,79,84,893,840,53,20780,28831,8302,5173,6189,4804,4363,17740,16658,15757,1962,3252,3451,950,3488,1351,411,1052,2396,5712,2378,1140,1288,17740,295,594,938,1125,1939,3198,2420,3849,1766,1616,81977,101057,17740,7626,10114,31125,28831,2294,14516,13.9,6.2,24.8,25.7,9.7,13.6,6.1,15591,36578,7090,395,2814,2353,47363,12053,3902,4187,4678,4469,4104,7890,7645,8149,3850,3348,4278,2031,885
"0500000US06017-El Dorado County,California",186661,2.67,0.7473462593535607,93040,93621,23631,163030,939,8237,1432,396,184,5852,5721,131,145990,83049,34435,15821,18931,6845,7017,69172,64430,59285,1070,6412,5754,1404,9314,3444,1831,6396,10719,16652,10281,4056,5716,69172,2593,2436,5100,4889,6834,10639,8942,12881,6287,8571,80582,104895,69172,19444,49728,88529,83049,5480,64709,2.3,4.6,21.2,27.1,11.0,21.7,12.0,37953,110813,36572,1355,11710,11622,168767,17894,8672,10025,11954,11579,9715,18743,20562,26817,16226,15617,22676,10245,3830
"0500000US06075-San Francisco County,California",870044,2.36,0.999948953489823,443970,426074,132651,737393,1363,294846,43619,2694,4163,37038,35528,1510,353670,515382,290413,83206,94034,16826,30903,359673,330605,309382,1106,16535,26424,8975,47293,21187,30937,43878,124553,94401,60331,23257,16505,359673,18633,18570,22449,18507,23903,37920,33637,58516,40785,86753,104552,149265,359673,67394,292279,540702,515382,25320,223550,7.1,4.5,12.3,13.8,5.3,34.3,22.8,116674,620028,129125,2747,40719,45846,570385,299659,39519,31072,29588,30492,49822,202928,137296,115998,51067,50824,71250,38978,21210
"0500000US06107-Tulare County,California",460477,3.34,0.8047997288676578,230255,230222,295149,165328,2769,14800,5870,584,877,6811,6549,262,133617,177236,45513,31838,34188,38802,26895,136106,114238,100129,31682,8856,14599,6135,20057,7737,1598,5747,11014,36891,14741,8304,9875,136106,9449,9406,17255,15152,19769,24041,15118,15304,5448,5164,47518,66651,136106,62109,73997,195557,177236,18321,136749,18.9,11.3,26.0,21.9,7.6,9.6,4.8,143313,264181,49030,5792,28146,21290,358413,102064,38504,40849,40772,37292,33987,64943,57243,51482,23979,21035,29507,14406,6478
"0500000US06057-Nevada County,California",99092,2.39,0.7074632850483685,48889,50203,9281,89811,570,989,601,154,130,2897,2812,85,84470,43368,17889,8565,9699,3679,3536,40904,37429,34503,618,3574,2682,805,4821,1823,651,2512,6047,9932,4591,2776,2536,40904,2085,1934,3463,3675,5387,6765,5233,6652,2738,2972,63240,86798,40904,9289,31615,46339,43368,2971,37730,2.0,3.8,18.4,28.7,10.5,23.6,13.0,17132,56218,24753,694,6560,7360,93595,5497,4221,4656,5063,5249,4126,9903,10823,11994,8407,9473,15491,6588,3098
"0500000US06039-Madera County,California",155013,3.28,0.7528142022666167,74683,80330,88806,66207,1504,3047,4835,136,443,2711,2500,211,53531,57799,13596,10158,12550,13205,8290,44759,39082,34355,9217,4138,5432,1335,5883,2365,759,2246,3748,11901,5175,2592,3008,44759,2850,2516,4282,4498,7099,8371,5195,6527,1832,1589,52884,69614,44759,18911,25848,63042,57799,5243,54108,16.9,11.2,25.0,24.5,7.9,10.0,4.5,42756,83955,20326,1550,9744,8114,123049,31964,11807,11847,12193,11303,10848,21466,19585,18065,8898,8204,12760,5764,2273
"0500000US06105-Trinity County,California",12862,2.17,0.2341066341066341,6582,6280,930,11932,574,179,87,158,27,300,299,1,10607,4758,1379,1321,850,595,613,5796,4750,3879,378,348,256,22,420,238,71,159,310,1058,705,257,536,5796,577,504,867,769,803,955,556,493,164,108,38497,54856,5796,1198,4598,5204,4758,446,5811,1.5,7.9,33.4,29.8,7.8,14.9,4.8,2168,7157,3366,46,1190,1477,12284,578,571,646,523,752,404,1057,1418,1661,1076,1365,2067,1055,267
"0500000US06071-San Bernardino County,California",2135413,3.3,0.9483751232183508,1062472,1072941,1127813,1007600,7409,145652,168864,6037,4085,52291,49414,2877,623262,892435,259943,167117,206397,91515,167463,630633,574948,514950,5986,67634,78804,29625,115302,85911,11483,42392,83437,197018,81531,45851,47461,630633,34198,31835,59404,58750,79401,117004,83245,95961,40547,30288,60164,77575,630633,268443,362190,978082,892435,85647,639400,9.1,11.4,26.5,24.5,8.3,13.2,7.1,572268,1284403,227837,19549,118274,90014,1687217,448196,154616,159351,160376,159896,169422,319211,273918,268397,128278,108605,141854,66406,25083
"0500000US06061-Placer County,California",380077,2.67,0.8720890531326257,185511,194566,52498,327579,1244,27196,5868,576,403,13912,13528,384,278380,173493,77837,28898,42102,12355,12301,140661,132400,124285,1323,12269,10649,4333,20225,7302,3883,14804,21699,39859,16001,8554,12592,140661,5616,4796,8765,9627,12591,21851,18041,27747,15169,16458,84357,109020,140661,44991,95670,182498,173493,9005,121102,2.1,3.3,18.2,26.6,11.3,25.9,12.7,85681,221538,70139,2950,16420,20960,338427,41650,20325,25051,24540,24399,20279,41834,48667,52916,26116,24851,40466,21867,8766
"0500000US06095-Solano County,California",438530,2.87,0.9151775641641404,217931,220599,114406,324124,1258,65994,59500,3928,1288,23286,22630,656,168870,202713,67085,40951,45384,21989,27304,149067,138661,132179,3014,16752,17279,5077,23107,12743,3636,11149,19706,46786,19382,9695,14387,149067,6100,5323,9438,10274,15969,25215,21756,28449,14073,12470,77609,96029,149067,52536,96531,218059,202713,15346,129333,5.7,6.3,23.3,28.3,10.1,18.3,7.9,98712,264604,63011,3784,26890,22131,350738,87792,26706,27649,27594,26976,29952,63551,54436,58247,29377,29652,39080,17772,7538
"0500000US06011-Colusa County,California",21464,2.99,0.3983849259757739,11124,10340,12655,8809,159,324,277,53,30,294,294,0,7672,9663,2275,1722,1602,2544,1520,7113,5976,5499,2648,462,968,236,914,522,27,337,415,1194,1327,195,418,7113,252,363,890,735,984,1346,1073,781,398,291,56704,82313,7113,2977,4136,10183,9663,520,6030,19.7,11.0,23.7,20.6,9.7,11.5,3.9,5883,12530,2884,194,1407,1028,15567,5897,1589,1708,1639,1538,1356,2878,2523,2641,1494,1132,1768,860,338
"0500000US06031-Kings County,California",150075,3.16,0.7684938762432242,82674,67401,81154,68921,1227,5737,8784,285,204,3626,3449,177,49058,53217,13114,11534,10374,10546,7649,42735,37560,32974,7930,1933,3988,1220,5126,2322,541,1576,3365,11330,4487,2139,7260,42735,2329,2404,4089,4685,6570,7666,5962,5610,1943,1477,53865,69985,42735,20028,22707,58072,53217,4855,51282,12.8,13.5,25.5,26.0,8.7,9.5,4.0,40908,77997,14248,1687,8694,6187,122936,27139,11639,11665,11255,10441,12754,25059,20610,18001,7714,6370,8414,4632,1521
"0500000US06019-Fresno County,California",978130,3.16,0.852490356262774,487936,490194,515907,462223,4458,97991,44474,1104,1864,20877,19919,958,291455,400175,118785,78632,84756,60550,57452,304624,267065,237426,39703,22833,29221,14087,41828,19879,5377,18856,33818,95614,34762,19316,24881,304624,21380,19989,35375,33605,38742,53091,35192,38001,15704,13545,51261,71663,304624,125525,179099,441451,400175,41276,284911,14.2,10.5,22.9,23.2,8.5,13.8,6.9,279641,575305,111962,11421,67425,47293,769312,208818,78636,78627,78151,71970,74241,148512,120605,111792,53835,47323,66238,32360,15840
"0500000US06111-Ventura County,California",848112,3.08,0.9845142942248636,419588,428524,360017,488095,2299,60242,13677,1406,1016,21154,20614,540,388301,412228,156980,70758,91629,48040,44821,271226,249158,235305,23148,23744,41599,12286,43604,13782,10054,31537,49253,80852,40004,21816,20549,271226,8653,7711,16744,17921,26844,42811,38297,51509,27073,33663,84017,110792,271226,95920,175306,438081,412228,25853,230724,9.6,6.0,18.9,23.1,9.3,20.8,12.3,199247,520261,121981,7771,41686,42647,661332,186780,51709,53476,59175,57639,59428,112151,105619,116202,59504,49774,71153,35016,17266
"0500000US28151-Washington County,Mississippi",47086,2.54,0.8766539889316541,22018,25068,729,46357,56,282,33893,0,38,167,167,0,11921,17133,5150,3193,4179,1540,3071,18299,13858,11395,406,913,1363,399,2622,1037,311,607,990,4773,1718,720,1274,18299,2766,1845,3056,2480,2153,2891,1326,1022,333,427,30834,49433,18299,5694,12605,20174,17133,3041,15909,8.4,13.1,30.5,21.8,7.3,11.5,7.3,12326,27490,6821,738,5357,3074,46444,642,3614,3107,3554,3152,3351,5844,5236,5760,3224,3291,4282,1961,710
"0500000US28111-Perry County,Mississippi",12028,2.61,0.2042094713104485,5845,6183,181,11847,0,17,2368,0,16,147,147,0,9299,4591,1190,917,814,651,1019,4563,3552,2943,178,467,656,108,422,324,42,88,349,1020,362,256,319,4563,421,410,757,628,548,714,581,240,217,47,39007,55077,4563,1652,2911,4928,4591,337,4557,6.0,12.7,40.1,20.3,9.9,8.5,2.5,2807,7110,2003,221,1873,1069,11990,38,728,776,806,849,671,1279,1562,1602,786,897,1247,589,236
"0500000US28019-Choctaw County,Mississippi",8321,2.58,0.1967113276492083,4174,4147,33,8288,23,15,2594,8,0,35,35,0,5613,3097,800,522,640,497,638,3164,2345,1816,185,295,478,39,422,218,16,42,121,869,44,178,190,3164,286,352,515,340,410,541,392,227,46,55,37203,49162,3164,748,2416,3398,3097,301,3316,8.6,11.0,38.0,16.5,8.4,10.8,6.9,1804,4702,1689,144,1016,960,8292,29,458,564,486,598,416,866,921,1092,536,644,979,547,214
"0500000US28057-Itawamba County,Mississippi",23480,2.57,0.6196665241556221,11821,11659,360,23120,75,57,1658,7,2,132,132,0,21189,9509,2316,1688,1920,1104,2481,8706,7103,6093,113,730,2413,139,986,653,119,513,609,2030,547,405,252,8706,585,612,1321,1248,1217,1816,827,717,270,93,40510,53717,8706,3081,5625,9923,9509,414,9026,6.4,15.1,30.2,25.8,9.0,8.5,4.9,5117,14273,3862,154,2699,1745,23272,208,1262,1439,1506,1919,1670,2753,2830,3142,1519,1435,2250,1181,574
"0500000US28015-Carroll County,Mississippi",10129,2.72,0.2755604704936161,5116,5013,29,10100,6,0,3501,0,0,82,82,0,6511,3466,1253,539,499,596,579,3658,2813,2276,106,341,512,68,198,254,162,132,229,761,199,172,332,3658,377,192,531,408,515,660,350,420,92,113,43060,57919,3658,917,2741,3843,3466,377,4561,5.5,12.7,33.4,25.1,8.7,9.5,5.0,1969,5792,2202,39,885,1015,10102,27,455,467,740,803,416,812,1212,1390,962,623,1353,726,170
"0500000US28043-Grenada County,Mississippi",21278,2.54,0.8028230079969169,10103,11175,140,21138,135,0,9205,0,0,115,115,0,11683,8341,3051,1100,2134,722,1334,8224,6524,5215,155,545,1770,134,1006,547,12,278,347,2116,524,329,578,8224,969,534,1206,1186,1186,1225,778,708,271,161,36877,54163,8224,2642,5582,8958,8341,617,7924,6.6,13.4,27.6,22.0,10.7,12.4,7.2,5054,12295,3580,257,2460,1538,21208,70,1358,1452,1407,1539,1165,2475,2633,2736,1656,1213,2141,1107,396
"0500000US28063-Jefferson County,Mississippi",7346,2.72,0.022603719599427755,3642,3704,28,7318,11,33,6310,0,0,6,6,0,958,1865,536,542,313,66,408,2530,1700,1543,73,45,154,155,191,95,0,8,40,923,57,14,110,2530,433,374,641,263,257,234,212,97,4,15,20188,34501,2530,664,1866,2017,1865,152,3813,11.4,13.8,36.1,18.5,5.2,5.4,9.6,1688,4140,1046,6,488,323,7299,47,458,485,500,465,432,1007,782,1005,564,553,598,288,209
"0500000US28041-Greene County,Mississippi",13714,2.45,0.13572795524804945,8294,5420,162,13552,53,0,3496,0,0,107,105,2,9896,3903,1329,554,762,596,662,4172,3310,2834,310,797,463,25,218,197,156,170,63,816,130,127,431,4172,278,270,614,432,513,816,670,443,33,103,49447,57615,4172,1149,3023,4297,3903,394,7073,6.3,16.6,35.6,25.8,7.1,6.3,2.3,2712,5897,1599,159,964,928,13525,189,642,764,810,640,1126,2090,2022,2012,1012,820,1062,532,182
"0500000US28093-Marshall County,Mississippi",35787,2.58,0.5428118093726979,17736,18051,1281,34506,15,24,17118,0,0,281,281,0,17068,14243,3546,1992,3207,1593,3905,13074,10429,7267,97,1326,2793,495,1670,1536,160,383,968,2770,738,770,537,13074,1245,811,1748,1670,2099,2249,1439,1369,255,189,41572,55973,13074,3576,9498,15249,14243,1006,13489,5.0,13.7,40.1,21.7,5.7,10.0,3.7,7715,21045,5671,347,2605,1883,35257,530,2133,2196,2122,2441,2374,4351,4239,4845,2978,2251,3826,1588,443
"0500000US28119-Quitman County,Mississippi",7372,2.36,0.6188162544169611,3476,3896,107,7265,0,5,5282,0,0,13,13,0,1965,2280,598,616,413,217,436,3055,2140,1610,170,145,230,40,244,120,2,76,115,469,343,78,248,3055,608,340,553,348,420,335,268,174,9,0,25510,36797,3055,821,2234,3074,2280,794,2754,12.0,17.3,30.2,21.5,7.6,7.7,3.7,1789,4267,1145,65,741,440,7335,37,506,462,507,415,552,797,925,1002,448,578,685,356,139
"0500000US28011-Bolivar County,Mississippi",32592,2.55,0.7614274520047016,15365,17227,701,31891,41,213,20869,0,0,189,189,0,10579,10794,3464,2324,2435,952,1619,12159,8995,7033,640,464,1288,273,1428,439,66,289,488,3301,870,507,741,12159,2359,1103,1741,1600,1379,1877,984,721,182,213,29912,45259,12159,3985,8174,12061,10794,1267,13266,7.7,15.4,24.7,20.8,7.7,14.3,9.5,8137,19244,4529,466,3751,1970,32100,492,2259,2360,2190,2493,2453,4438,3757,3873,2013,2017,2967,1214,558
"0500000US28073-Lamar County,Mississippi",61223,2.74,0.6790123456790124,29243,31980,1601,59622,49,780,12240,0,0,1002,963,39,45551,27694,11038,3527,7446,2280,3403,22213,20259,18088,1027,1641,2620,582,3221,1590,477,1959,1515,8357,2166,1348,1191,22213,1834,895,2459,1614,2811,3906,3160,3647,929,958,58188,75945,22213,8113,14100,30658,27694,2964,16495,3.3,5.9,23.5,23.0,9.1,22.2,13.0,15440,37430,7659,664,5274,3211,59562,1661,3961,4313,4625,3732,4273,9266,8684,7658,3684,3250,4625,2324,828
"0500000US28081-Lee County,Mississippi",84915,2.6,0.7340551296307134,40526,44389,2228,82687,206,720,24653,6,381,753,733,20,55968,38207,12001,6190,8299,3163,8554,32267,26950,23537,452,1796,8326,686,4522,1929,609,2202,2184,9092,3164,1918,1327,32267,2239,2352,4118,3497,4526,5956,4028,3487,976,1088,47978,65246,32267,10808,21459,40839,38207,2632,24535,4.2,12.1,25.0,24.8,10.1,15.3,8.6,21694,50752,11525,817,7459,4952,83261,1654,5815,6134,6107,5588,5261,11111,11168,11232,5753,4657,7063,3765,1261
"0500000US28113-Pike County,Mississippi",39737,2.63,0.7162237833435146,18836,20901,686,39051,153,239,21177,4,0,144,144,0,17334,13927,3178,2545,3095,1528,3581,14676,10570,7580,813,904,1759,366,2391,945,130,382,917,2907,1326,542,545,14676,3065,1127,2130,1834,1923,2115,1138,913,244,187,30910,45150,14676,4567,10109,15033,13927,1106,15520,5.8,12.5,35.6,20.0,10.5,10.2,5.3,10437,22483,6173,538,3336,2815,39515,222,2704,3394,2584,2823,2712,4593,4588,4717,2725,2408,3788,2009,692
"0500000US28135-Tallahatchie County,Mississippi",14361,2.6,0.543196466072851,8012,6349,1978,12383,22,206,7078,13,11,16,4,12,5037,3833,1233,735,627,470,768,4253,2915,2101,441,219,504,164,344,153,22,168,169,840,267,171,371,4253,640,467,666,620,563,472,343,304,117,61,30028,47688,4253,1436,2817,4467,3833,634,7386,8.5,22.6,31.6,17.7,8.2,7.6,3.7,2876,6168,1997,110,642,1033,13640,721,753,762,889,575,1426,2860,1968,1381,789,904,1219,586,249
"0500000US28129-Smith County,Mississippi",16063,2.72,0.15022618748429253,7847,8216,270,15793,0,69,3706,30,0,72,72,0,11916,6563,1769,1050,1185,1053,1506,5872,4538,2890,523,578,1410,201,452,439,53,252,405,1524,181,251,294,5872,501,429,910,701,772,932,665,661,168,133,41657,59336,5872,1801,4071,6795,6563,232,5798,6.0,12.4,42.0,18.7,8.4,6.7,5.8,3884,9227,2864,261,1349,1294,15952,111,903,1116,1162,1113,853,1801,1930,2000,1186,1060,1717,974,248
"0500000US28131-Stone County,Mississippi",18375,2.87,0.6223821989528796,9367,9008,373,18002,66,0,3539,20,0,372,362,10,14005,7874,1646,1841,1352,1454,1581,6135,4973,4261,352,842,809,108,710,653,67,245,264,2110,978,374,362,6135,526,264,815,775,883,1118,909,561,145,139,44883,60077,6135,1970,4165,8275,7874,401,6570,5.6,14.2,34.1,22.9,8.9,10.1,4.4,4036,11021,2704,199,1631,1400,18239,136,958,1335,1044,1393,1734,2046,2391,2389,997,1266,1656,873,293
"0500000US28149-Warren County,Mississippi",47075,2.48,0.920407218880148,22428,24647,1023,46052,54,241,23124,9,6,332,332,0,22286,19368,6427,4221,3470,2045,3205,18766,15177,13440,419,1514,2263,268,1788,1148,142,641,1846,4185,2781,1057,1316,18766,1938,1530,2366,2028,2740,3172,1838,2092,769,293,43039,58170,18766,5822,12944,20877,19368,1509,15892,4.1,8.7,31.2,23.1,9.5,14.0,9.3,11493,27851,7211,496,3773,3219,46112,963,2982,3231,3244,3141,2909,5706,5790,6018,3240,3385,4564,2013,852
"0500000US28023-Clarke County,Mississippi",15928,2.54,0.4467537481500547,7443,8485,66,15862,10,0,5696,0,19,54,54,0,10083,6337,1666,1128,1284,1198,1061,6258,4632,3569,686,413,602,239,791,354,45,205,218,1918,220,284,362,6258,814,454,894,694,806,1014,752,452,229,149,39246,54759,6258,1883,4375,6901,6337,564,5832,4.7,14.3,36.4,22.4,10.5,7.9,3.8,3601,9162,3113,128,2017,1507,15888,40,890,937,1112,1020,953,1791,1811,2016,1196,1089,1804,982,327
"0500000US28069-Kemper County,Mississippi",10107,2.47,0.008109217819749538,5170,4937,132,9975,370,0,6156,0,0,10,10,0,3439,3499,702,757,465,642,933,3710,2450,1639,46,305,666,114,227,202,10,168,128,862,362,130,279,3710,522,376,752,667,452,462,281,109,35,54,28176,39622,3710,1113,2597,3759,3499,260,4708,5.8,10.9,37.5,24.9,9.9,6.8,4.3,1949,5861,1857,56,975,899,10107,0,437,476,651,1010,709,1144,1003,1469,862,455,1029,696,166
"0500000US28097-Montgomery County,Mississippi",10198,2.18,0.7877237851662404,4769,5429,135,10063,0,34,4414,0,0,293,291,2,5322,3886,1233,543,716,478,916,4619,3433,2972,193,253,620,62,383,268,53,90,191,1166,346,199,62,4619,655,459,593,691,468,888,416,319,78,52,33667,50971,4619,1457,3162,4331,3886,445,3764,6.4,14.2,34.3,17.9,7.0,14.2,6.2,2327,5758,1986,207,1320,909,10119,79,599,608,736,540,525,1268,1112,1256,730,758,1173,671,222
"0500000US28105-Oktibbeha County,Mississippi",49481,2.5,0.7963982495412104,24863,24618,818,48663,36,1502,18298,20,58,717,717,0,28032,20852,9527,4292,3869,1219,1945,17687,15345,12988,218,727,1467,503,1841,548,98,694,1840,8792,2673,786,665,17687,3191,1422,2189,1413,2134,2304,1807,1827,760,640,38800,58865,17687,4700,12987,23131,20852,2279,18521,3.2,6.3,20.4,19.5,7.1,21.3,22.2,8646,35352,5150,291,3387,2087,47703,1778,2599,2439,2281,5665,11106,7092,4539,3978,2137,2356,3075,1619,595
"0500000US28109-Pearl River County,Mississippi",55149,2.58,0.7723556740015126,27263,27886,1673,53476,87,183,7037,0,62,962,945,17,45145,21599,6967,3518,4454,2976,3684,20752,17914,15057,760,2150,1719,556,2739,1461,196,833,2101,5047,1904,971,1162,20752,1807,1349,2326,2481,2920,3410,2888,2490,676,405,45820,59810,20752,6833,13919,23587,21599,1988,20515,5.0,11.0,29.9,26.0,11.7,11.0,5.4,12455,32215,9592,584,5763,4223,54299,850,3064,3403,3768,3987,3387,6165,6513,7316,3666,3905,6187,2679,1109
"0500000US28079-Leake County,Mississippi",22870,2.72,0.1859475116299482,11533,11337,1035,21835,1289,85,9550,0,0,117,117,0,10794,8521,1917,1839,1636,1246,1883,8168,5925,4473,464,408,1792,74,984,419,94,406,472,1687,716,445,560,8168,1072,720,1407,1001,1076,1191,828,561,156,156,33482,47833,8168,2842,5326,9574,8521,1053,8069,8.3,14.4,36.6,20.6,7.3,8.2,4.6,6093,12791,3308,490,2610,1916,22421,449,1395,1643,1790,1925,1422,2767,2812,2874,1642,1178,1961,1068,393
"0500000US28103-Noxubee County,Mississippi",10828,2.64,0.4971680906211001,5127,5701,148,10680,9,4,7820,0,0,48,48,0,2799,4046,745,950,558,626,1167,4020,2820,2057,290,453,927,78,362,203,15,97,234,779,280,124,204,4020,602,432,495,439,627,737,313,288,54,33,36000,45589,4020,1271,2749,4500,4046,454,3947,12.2,15.6,32.2,17.6,8.8,9.6,3.9,2732,6273,1622,99,1204,886,10717,111,784,770,657,835,738,1438,1074,1363,908,573,941,481,266
"0500000US28099-Neshoba County,Mississippi",29376,2.71,0.3099457380314582,13988,15388,599,28777,4666,136,6183,8,0,565,556,9,17219,12025,3570,2770,2473,1455,1757,10699,8513,6606,609,807,1294,158,1379,498,77,410,459,3373,1728,562,671,10699,906,1074,1602,1556,1441,1749,952,896,262,261,36875,52500,10699,4055,6644,13154,12025,1129,8978,6.1,15.8,34.0,22.8,9.1,7.9,4.4,8186,16447,4266,654,3163,2296,28988,388,2032,2337,2479,2011,1836,3511,3519,3522,2076,1520,2630,1463,440
"0500000US28121-Rankin County,Mississippi",151240,2.62,0.932685433854358,73041,78199,4141,147099,206,1738,30917,41,145,1605,1597,8,112447,73418,28731,11421,18005,7726,7535,55595,50047,44816,711,5385,6836,2058,7420,3996,1210,4948,6806,18888,5916,4606,4638,55595,2358,1962,4185,5367,6985,11431,8217,8942,3933,2215,64557,79509,55595,20494,35101,76671,73418,3253,42739,3.1,7.4,26.3,23.3,10.7,18.4,10.8,35775,89231,20888,1708,9185,7794,147090,4150,9264,9279,11054,9593,8598,21396,21654,20232,10095,8380,13044,6595,2056
